Внешний код;Артикул;Наименование номенклатуры;ВидНоменклатуры;ЕдиницаИзмерения;Бренд;Тип;Серия;Модель;Цвет;Высота;Ширина;Толщина;Стекло;Эксклюзив;Стиль;Путь к фото;Цена ЦФО Оптовая;Цена СЗФО Оптовая;Цена СФО Оптовая;Цена ЮФО Оптовая;Цена УФО Оптовая;Цена ЦФО Розница;Цена СЗФО Розница;Цена СФО Розница;Цена ЮФО Розница;Цена УФО Розница;Цена ДВФО Розница;
00-00064692;SC-00064692;Дверь Шеллгрей 105U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;105;Шеллгрей;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__105u__shellgrey__no__no__no__no.jpg;11530.00;11645.00;11991.00;11761.00;11876.00;16320.00;16483.00;16973.00;16646.00;16810.00;17299.00;
00-00064806;SC-00064806;Дверь Каштан Светлый 2.50XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;2.50;Каштан Светлый;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-50xn__kashtan-svetlyy__matovoe__no__no__no.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00064851;SC-00064851;Дверь Стоун  1ZN 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;ZN;1;Стоун;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__1zn__stoun__no__no__4-stor-abs__no.jpg;12970.00;13100.00;13489.00;13229.00;13359.00;18807.00;18995.00;19559.00;19183.00;19371.00;19935.00;
00-00064955;SC-00064955;Дверь ДаркВайт 103U 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;U;103;ДаркВайт;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__103u__darkvayt__matovoe__no__no__no.jpg;12091.00;12212.00;12575.00;12333.00;12454.00;17120.00;17291.00;17805.00;17462.00;17634.00;18147.00;
00-00064948;SC-00064948;Дверь Монблан  6ZN ст.черный лак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;ZN;6;Монблан;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__6zn__monblan__chernyy-lak__no__4-stor-black-edition__no.jpg;15340.00;15493.00;15954.00;15647.00;15800.00;22243.00;22465.00;23133.00;22688.00;22910.00;23578.00;
00-00065138;SC-00065138;Дверь Магнолия Сатинат 5Е ст.черный лак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;5;Магнолия Сатинат;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__5e__magnoliya-satinat__chernyy-lak__no__4-stor-matovaya__no.jpg;16831.00;16999.00;17504.00;17168.00;17336.00;24405.00;24649.00;25381.00;24893.00;25137.00;25869.00;
00-00065178;SC-00065178;Дверь Аляска 2.108U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.108;Аляска;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-108u__alyaska__no__no__no__no.jpg;9912.00;10011.00;10308.00;10110.00;10209.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00065272;SC-00065272;Дверь ДаркВайт 1Е 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;1;ДаркВайт;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__1e__darkvayt__no__no__4-stor-abs__no.jpg;12110.00;12231.00;12594.00;12352.00;12473.00;17560.00;17736.00;18262.00;17911.00;18087.00;18614.00;
00-00065279;SC-00065279;Дверь Магнолия Сатинат 2.103U ст.матовое 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.103;Магнолия Сатинат;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-103u__magnoliya-satinat__matovoe__no__no__no.jpg;11762.00;11880.00;12232.00;11997.00;12115.00;16650.00;16817.00;17316.00;16983.00;17150.00;17649.00;
00-00065280;SC-00065280;Дверь Магнолия люкс 27L 2000*800 молдинг золото люкс;Полотно;шт;PROFILDOORS;Полотно;L;27;Магнолия Люкс;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__27l__magnoliya-lyuks__no__no__no__zoloto-lyuks.jpg;14038.00;14178.00;14600.00;14319.00;14459.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00065283;SC-00065283;Дверь Магнолия люкс 28L ст.узор матовое 2000*800 молдинг золото люкс;Полотно;шт;PROFILDOORS;Полотно;L;28;Магнолия Люкс;2000;800;36;узор матовое;;Классика;https://opt-profildoors.ru/upload/ic/28L_Magnoliya_lyuks_molding_zoloto_steklo_matovoe-copy.jpg;15209.00;15361.00;15817.00;15513.00;15665.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00065324;SC-00065324;Дверь Монблан  5ZN ст.зеркало 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;ZN;5;Монблан;2000;800;44;зеркало;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__5zn__monblan__zerkalo__no__4-stor-abs__no.jpg;16589.00;16755.00;17253.00;16921.00;17087.00;24054.00;24295.00;25016.00;24535.00;24776.00;25497.00;
00-00065375;SC-00065375;Дверь Манхэттен 2.104U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.104;Манхэттен;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-104u__mankhetten__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00065446;SC-00065446;Дверь Стоун 101XN 2000*800 ст.прозрачное;Полотно;шт;PROFILDOORS;Полотно;XN;101;Стоун;2000;800;36;прозрачное;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__101xn__stoun__prozrachnoe__no__no__no.jpg;12092.00;12213.00;12576.00;12334.00;12455.00;17120.00;17291.00;17805.00;17462.00;17634.00;18147.00;
00-00065500;SC-00065500;Дверь Черный Люкс  1LK 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;1;Черный Люкс;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__1lk__chernyy-lyuks__no__no__4-stor-abs__no.jpg;26934.00;27203.00;28011.00;27473.00;27742.00;39054.00;39445.00;40616.00;39835.00;40226.00;41397.00;
00-00065499;SC-00065499;Дверь Галька люкс 2.100L 2000*800;Полотно;шт;PROFILDOORS;Полотно;L;2.100;Галька Люкс;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__2-100l__galka-lyuks__no__no__no__no.jpg;14038.00;14178.00;14600.00;14319.00;14459.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00065545;SC-00065545;Дверь ДаркВайт  2U 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;U;2;ДаркВайт;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2u__darkvayt__matovoe__no__no__no.jpg;9306.00;9399.00;9678.00;9492.00;9585.00;13150.00;13282.00;13676.00;13413.00;13545.00;13939.00;
00-00065569;SC-00065569;Дверь ДаркВайт 2.50U 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;U;2.50;ДаркВайт;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-50u__darkvayt__matovoe__no__no__no.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00065650;SC-00065650;Дверь Монблан 16ZN ст.черный лак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;ZN;16;Монблан;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__16zn__monblan__chernyy-lak__no__4-stor-matovaya__no.jpg;17694.00;17871.00;18402.00;18048.00;18225.00;25656.00;25913.00;26682.00;26169.00;26426.00;27195.00;
00-00065879;SC-00065879;Дверь Аляска 2.105U 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;U;2.105;Аляска;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-105u__alyaska__matovoe__no__no__no.jpg;11762.00;11880.00;12232.00;11997.00;12115.00;16650.00;16817.00;17316.00;16983.00;17150.00;17649.00;
00-00066004;SC-00066004;Дверь Дуб Салинас Светлый 2.55XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;2.55;Дуб Салинас Светлый;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-55xn__dub-salinas-svetlyy__grafit__no__no__no.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00066018;SC-00066018;Дверь Аляска 16Е ст.серебро матлак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;16;Аляска;2000;800;44;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__16e__alyaska__serebryanyy-lak__no__4-stor-matovaya__no.jpg;16831.00;16999.00;17504.00;17168.00;17336.00;24405.00;24649.00;25381.00;24893.00;25137.00;25869.00;
00-00066062;SC-00066062;Дверь ДаркВайт  7U 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;U;7;ДаркВайт;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__7u__darkvayt__matovoe__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00066091;SC-00066091;Дверь ДаркВайт 2.37U 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;U;2.37;ДаркВайт;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-37u__darkvayt__matovoe__no__no__no.jpg;10644.00;10750.00;11070.00;10857.00;10963.00;15057.00;15208.00;15659.00;15358.00;15509.00;15960.00;
00-00066095;SC-00066095;Дверь Манхэттен 103U 2000*800 ст.прозрачное;Полотно;шт;PROFILDOORS;Полотно;U;103;Манхэттен;2000;800;36;прозрачное;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__103u__mankhetten__prozrachnoe__no__no__no.jpg;12092.00;12213.00;12576.00;12334.00;12455.00;17120.00;17291.00;17805.00;17462.00;17634.00;18147.00;
00-00066107;SC-00066107;Дверь Дуб Салинас Светлый 2.37XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;2.37;Дуб Салинас Светлый;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__2-37xn__dub-salinas-svetlyy__matovoe__no__no__no.jpg;10644.00;10750.00;11070.00;10857.00;10963.00;15057.00;15208.00;15659.00;15358.00;15509.00;15960.00;
00-00066115;SC-00066115;Дверь Дуб Салинас Темный 2.19XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;2.19;Дуб Салинас Темный;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-19xn__dub-salinas-temnyy__matovoe__no__no__no.jpg;9953.00;10053.00;10351.00;10152.00;10252.00;14073.00;14214.00;14636.00;14354.00;14495.00;14917.00;
00-00066132;SC-00066132;Дверь Магнолия люкс 2.11L ст.триплекс черный 2000*800;Полотно;шт;PROFILDOORS;Полотно;L;2.11;Магнолия Люкс;2000;800;36;триплекс черный;;Модерн;https://opt-profildoors.ru/upload/catalog/l/l__2-11l__magnoliya-lyuks__tripleks-chernyy__no__no__no.jpg;12361.00;12485.00;12855.00;12608.00;12732.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00066311;SC-00066311;Дверь Шеллгрей 91U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;91;Шеллгрей;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__91u__shellgrey__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00066333;SC-00066333;Дверь Аляска 16Е ст.серебро матлак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;16;Аляска;2000;800;44;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/ic/16E_alyaska_serebro_matlak_ABS.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00066394;SC-00066394;Дверь Манхэттен 2.108U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.108;Манхэттен;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-108u__mankhetten__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00066414;SC-00066414;Дверь Грувд Серый  1ZN 2000*800 кромка 4 стор. черная ABS;Полотно;шт;PROFILDOORS;Полотно;ZN;1;Грувд Серый;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__1zn__gruvd-seryy__no__no__4-stor-black-edition__no.jpg;12970.00;13100.00;13489.00;13229.00;13359.00;18807.00;18995.00;19559.00;19183.00;19371.00;19935.00;
00-00066492;SC-00066492;Дверь Магнолия Люкс 5LK ст.белый лак 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;LK;5;Магнолия Люкс;2000;800;44;белый лак;;Модерн;https://opt-profildoors.ru/upload/ic/5lk_magnoliya_lyuks_belyy_lak-copy.jpg;26144.00;26405.00;27190.00;26667.00;26928.00;37909.00;38288.00;39425.00;38667.00;39046.00;40184.00;
00-00066548;SC-00066548;Дверь Аляска 2.19U ст.Square матовое 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.19;Аляска;2000;800;36;Square матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-19u__alyaska__square-matovoe__no__no__no.jpg;9953.00;10053.00;10351.00;10152.00;10252.00;14073.00;14214.00;14636.00;14354.00;14495.00;14917.00;
00-00066564;SC-00066564;Дверь ДаркВайт  7U 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;U;7;ДаркВайт;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__7u__darkvayt__grafit__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00066762;SC-00066762;Дверь ДаркВайт 2.102U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.102;ДаркВайт;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-102u__darkvayt__no__no__no__no.jpg;9912.00;10011.00;10308.00;10110.00;10209.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00066831;SC-00066831;Дверь Магнолия сатинат 2.104U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.104;Магнолия Сатинат;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-104u__magnoliya-satinat__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00066896;SC-00066896;Дверь Грувд Серый 6ZN ст.белый лак 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;ZN;6;Грувд Серый;2000;800;44;белый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__6zn__gruvd-seryy__belyy-lak__no__4-stor-abs__no.jpg;14235.00;14377.00;14804.00;14520.00;14662.00;20641.00;20847.00;21467.00;21054.00;21260.00;21879.00;
00-00066917;SC-00066917;Дверь Дуб Салинас Темный 2.37XN 2000*800 ст.Франческо кристалл;Полотно;шт;PROFILDOORS;Полотно;XN;2.37;Дуб Салинас Темный;2000;800;36;Франческо кристалл;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__2-37xn__dub-salinas-temnyy__franchesko-kristall__no__no__no.jpg;10660.00;10767.00;11086.00;10873.00;10980.00;15190.00;15342.00;15798.00;15494.00;15646.00;16101.00;
00-00066947;SC-00066947;Дверь Аляска 5Е ст.белый лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;5;Аляска;2000;800;44;белый лак;;Модерн;https://opt-profildoors.ru/upload/ic/5E_alyaska_belyy_lak_ABS.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00066995;SC-00066995;Дверь Галька люкс 2.103L 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;L;2.103;Галька Люкс;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__2-103l__galka-lyuks__matovoe__no__no__no.jpg;15209.00;15361.00;15817.00;15513.00;15665.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00067018;SC-00067018;Дверь Галька люкс 27L глухое 2000*800 молдинг серебро люкс;Полотно;шт;PROFILDOORS;Полотно;L;27;Галька Люкс;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__27l__galka-lyuks__no__no__no__serebro-lyuks.jpg;14038.00;14178.00;14600.00;14319.00;14459.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00067129;SC-00067129;Дверь Стоун 94XN 2000*800 ст.гравировка 1;Полотно;шт;PROFILDOORS;Полотно;XN;94;Стоун;2000;800;36;гравировка 1;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__94xn__stoun__gravirovka-1__no__no__no.jpg;13259.00;13392.00;13789.00;13524.00;13657.00;18784.00;18972.00;19535.00;19160.00;19348.00;19911.00;
00-00067234;SC-00067234;Дверь Белый Люкс 2.103L 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;L;2.103;Белый Люкс;2000;800;36;графит;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__2-103l__belyy-lyuks__grafit__no__no__no.jpg;16768.00;16936.00;17439.00;17103.00;17271.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00067334;SC-00067334;Дверь Аляска 2.36U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.36;Аляска;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-36u__alyaska__no__no__no__no.jpg;9912.00;10011.00;10308.00;10110.00;10209.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00067413;SC-00067413;Дверь Шеллгрей 48U 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;U;48;Шеллгрей;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__48u__shellgrey__grafit__no__no__no.jpg;9019.00;9109.00;9380.00;9199.00;9290.00;12852.00;12981.00;13366.00;13109.00;13238.00;13623.00;
00-00067520;SC-00067520;Дверь ДаркВайт 105U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;105;ДаркВайт;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__105u__darkvayt__no__no__no__no.jpg;11530.00;11645.00;11991.00;11761.00;11876.00;16320.00;16483.00;16973.00;16646.00;16810.00;17299.00;
00-00067540;SC-00067540;Дверь Галька люкс 2.101L 2000*800 ст.гравировка 10;Полотно;шт;PROFILDOORS;Полотно;L;2.101;Галька Люкс;2000;800;36;гравировка 10;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__2-101l__galka-lyuks__gravirovka-10__no__no__no.jpg;19570.00;19766.00;20353.00;19961.00;20157.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00067611;SC-00067611;Дверь Магнолия Люкс 6LK ст.серебро матлак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;6;Магнолия Люкс;2000;800;44;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__6lk__magnoliya-lyuks__serebryanyy-lak__no__4-stor-matovaya__no.jpg;24344.00;24587.00;25318.00;24831.00;25074.00;35299.00;35652.00;36711.00;36005.00;36358.00;37417.00;
00-00067772;SC-00067772;Дверь Манхэттен 106U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;106;Манхэттен;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__106u__mankhetten__no__no__no__no.jpg;8320.00;8403.00;8653.00;8486.00;8570.00;11748.00;11865.00;12218.00;11983.00;12100.00;12453.00;
00-00067771;SC-00067771;Дверь ДаркВайт 108U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;108;ДаркВайт;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__108u__darkvayt__no__no__no__no.jpg;8321.00;8404.00;8654.00;8487.00;8571.00;11747.00;11864.00;12217.00;11982.00;12099.00;12452.00;
00-00067782;SC-00067782;Дверь Шеллгрей 92U 2000*800 ст.гравировка 10;Полотно;шт;PROFILDOORS;Полотно;U;92;Шеллгрей;2000;800;36;гравировка 10;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__92u__shellgrey__gravirovka-10__no__no__no.jpg;14336.00;14479.00;14909.00;14623.00;14766.00;20318.00;20521.00;21131.00;20724.00;20928.00;21537.00;
00-00067839;SC-00067839;Дверь Стоун  7XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;7;Стоун;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__7xn__stoun__matovoe__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00067860;SC-00067860;Дверь Монблан  6ZN ст.черный лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;ZN;6;Монблан;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__6zn__monblan__chernyy-lak__no__4-stor-abs__no.jpg;14235.00;14377.00;14804.00;14520.00;14662.00;20641.00;20847.00;21467.00;21054.00;21260.00;21879.00;
00-00067857;SC-00067857;Дверь Шеллгрей 2.104U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.104;Шеллгрей;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-104u__shellgrey__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00067900;SC-00067900;Дверь Магнолия сатинат 2.108U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.108;Магнолия Сатинат;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-108u__magnoliya-satinat__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00067907;SC-00067907;Дверь Галька Люкс 5LK ст.белый лак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;5;Галька Люкс;2000;800;44;белый лак;;Модерн;https://opt-profildoors.ru/upload/ic/5lk_galka_lyuks_belyy_lak-copy.jpg;27238.00;27510.00;28328.00;27783.00;28055.00;39495.00;39890.00;41075.00;40285.00;40680.00;41865.00;
00-00067962;SC-00067962;Дверь Шеллгрей 95U 2000*800 ;Полотно;шт;PROFILDOORS;Полотно;U;95;Шеллгрей;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__95u__shellgrey__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00067966;SC-00067966;Дверь Белый Люкс  6LK ст.серебро матлак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;6;Белый Люкс;2000;800;44;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__6lk__belyy-lyuks__serebryanyy-lak__no__4-stor-abs__no.jpg;23250.00;23483.00;24180.00;23715.00;23948.00;33713.00;34050.00;35062.00;34387.00;34724.00;35736.00;
